Duration,Start date,Start terminal,End terminal,Subscription Type
0h 5m 9s,7/6/2014 11:26,31600,31227,Registered
0h 4m 36s,7/6/2014 11:26,31253,31213,Registered
0h 20m 11s,7/6/2014 11:26,31505,31268,Registered
0h 43m 30s,7/6/2014 11:26,31249,31219,Casual
0h 23m 4s,7/6/2014 11:26,31258,31258,Casual
0h 45m 37s,7/6/2014 11:26,31249,31219,Casual
0h 23m 32s,7/6/2014 11:26,31638,31269,Casual
0h 22m 15s,7/6/2014 11:27,31258,31258,Casual
0h 23m 11s,7/6/2014 11:27,31638,31269,Casual
0h 16m 16s,7/6/2014 11:27,31112,31404,Registered
0h 19m 16s,7/6/2014 11:27,31248,31272,Casual
0h 11m 41s,7/6/2014 11:27,31615,31625,Registered
0h 18m 7s,7/6/2014 11:27,31203,31231,Casual
0h 18m 4s,7/6/2014 11:27,31203,31231,Casual
0h 21m 3s,7/6/2014 11:27,31258,31240,Casual
0h 21m 9s,7/6/2014 11:27,31258,31240,Casual
0h 20m 7s,7/6/2014 11:27,31248,31272,Casual
0h 11m 11s,7/6/2014 11:27,31113,31215,Registered
0h 6m 8s,7/6/2014 11:27,31603,31623,Registered
7h 27m 31s,7/6/2014 11:27,31620,31230,Casual
1h 25m 32s,7/6/2014 11:28,31041,31243,Casual
1h 20m 4s,7/6/2014 11:28,31269,31269,Casual
1h 20m 10s,7/6/2014 11:28,31269,31269,Casual
0h 31m 29s,7/6/2014 11:28,31258,31249,Casual
1h 25m 24s,7/6/2014 11:28,31041,31243,Casual
0h 9m 19s,7/6/2014 11:28,31231,31247,Casual
0h 22m 50s,7/6/2014 11:28,31248,31272,Casual
0h 8m 45s,7/6/2014 11:28,31231,31247,Casual
0h 9m 27s,7/6/2014 11:28,31115,31121,Registered
0h 41m 31s,7/6/2014 11:28,31249,31219,Casual
0h 20m 52s,7/6/2014 11:28,31615,31248,Registered
7h 26m 42s,7/6/2014 11:28,31620,31230,Casual
0h 6m 38s,7/6/2014 11:28,31218,31248,Registered
0h 8m 37s,7/6/2014 11:29,31231,31247,Casual
0h 42m 58s,7/6/2014 11:29,31009,31215,Casual
0h 31m 58s,7/6/2014 11:29,31303,31503,Registered
0h 9m 0s,7/6/2014 11:29,31103,31202,Registered
0h 18m 58s,7/6/2014 11:29,31272,31217,Casual
0h 30m 36s,7/6/2014 11:29,31258,31249,Casual
0h 11m 22s,7/6/2014 11:29,31227,31230,Registered
0h 40m 58s,7/6/2014 11:29,31249,31219,Casual
0h 28m 10s,7/6/2014 11:29,31202,31264,Casual
0h 13m 52s,7/6/2014 11:29,31121,31202,Casual
0h 21m 26s,7/6/2014 11:29,31638,31269,Casual
1h 50m 43s,7/6/2014 11:29,31046,31046,Casual
0h 18m 7s,7/6/2014 11:30,31248,31272,Casual
0h 23m 11s,7/6/2014 11:30,31221,31248,Casual
0h 20m 23s,7/6/2014 11:30,31638,31269,Casual
0h 41m 47s,7/6/2014 11:30,31009,31215,Casual
0h 4m 59s,7/6/2014 11:30,31214,31202,Registered
0h 25m 57s,7/6/2014 11:30,31601,31108,Casual
0h 17m 28s,7/6/2014 11:30,31075,31000,Registered
0h 25m 49s,7/6/2014 11:30,31010,31041,Casual
0h 3m 7s,7/6/2014 11:30,31034,31033,Registered
7h 24m 58s,7/6/2014 11:30,31620,31230,Casual
0h 14m 40s,7/6/2014 11:30,31501,31623,Registered
0h 11m 45s,7/6/2014 11:30,31602,31202,Registered
0h 21m 54s,7/6/2014 11:30,31221,31248,Casual
1h 2m 46s,7/6/2014 11:30,31272,31247,Casual
0h 12m 19s,7/6/2014 11:30,31241,31230,Casual
0h 14m 28s,7/6/2014 11:30,31108,31600,Registered
0h 16m 44s,7/6/2014 11:30,31075,31000,Registered
0h 15m 26s,7/6/2014 11:31,31607,31247,Registered
0h 24m 51s,7/6/2014 11:31,31010,31041,Casual
0h 5m 13s,7/6/2014 11:31,31104,31214,Casual
0h 12m 28s,7/6/2014 11:31,31241,31230,Casual
0h 12m 24s,7/6/2014 11:31,31506,31603,Registered
0h 5m 18s,7/6/2014 11:31,31110,31214,Registered
0h 5m 9s,7/6/2014 11:31,31629,31269,Casual
0h 17m 38s,7/6/2014 11:31,31241,31247,Casual
1h 2m 24s,7/6/2014 11:31,31272,31247,Casual
1h 9m 35s,7/6/2014 11:31,31605,31249,Casual
0h 1m 46s,7/6/2014 11:31,31011,31013,Registered
0h 2m 40s,7/6/2014 11:31,31011,31013,Registered
0h 8m 54s,7/6/2014 11:31,31258,31260,Casual
0h 17m 18s,7/6/2014 11:31,31609,31607,Registered
0h 2m 26s,7/6/2014 11:31,31012,31007,Registered
0h 19m 2s,7/6/2014 11:31,31303,31200,Registered
0h 4m 51s,7/6/2014 11:31,31613,31626,Registered
0h 35m 52s,7/6/2014 11:31,31258,31271,Casual
0h 7m 36s,7/6/2014 11:31,31506,31600,Registered
0h 34m 3s,7/6/2014 11:31,31026,31225,Casual
0h 4m 44s,7/6/2014 11:31,31618,31623,Casual
0h 8m 42s,7/6/2014 11:31,31258,31260,Casual
0h 16m 34s,7/6/2014 11:31,31241,31247,Casual
0h 8m 1s,7/6/2014 11:32,32011,31408,Registered
0h 0m 28s,7/6/2014 11:32,31264,31264,Registered
0h 12m 43s,7/6/2014 11:32,31248,31223,Casual
0h 6m 15s,7/6/2014 11:32,31606,31625,Registered
0h 3m 39s,7/6/2014 11:32,31116,31113,Registered
0h 13m 49s,7/6/2014 11:32,31266,31246,Registered
0h 59m 8s,7/6/2014 11:32,31203,31215,Registered
0h 24m 58s,7/6/2014 11:32,31239,31623,Casual
0h 25m 9s,7/6/2014 11:32,31239,31623,Casual
0h 9m 42s,7/6/2014 11:32,31625,31108,Registered
0h 4m 9s,7/6/2014 11:32,31105,31105,Registered
0h 14m 11s,7/6/2014 11:33,31202,31200,Casual
0h 32m 47s,7/6/2014 11:33,31026,31225,Casual
0h 21m 22s,7/6/2014 11:33,31113,31232,Registered
0h 20m 28s,7/6/2014 11:33,31600,31248,Registered
0h 5m 49s,7/6/2014 11:33,31613,31628,Registered
0h 16m 2s,7/6/2014 11:33,31303,31225,Registered
0h 20m 12s,7/6/2014 11:33,31600,31248,Registered
1h 12m 27s,7/6/2014 11:33,31228,31108,Casual
0h 21m 24s,7/6/2014 11:33,31505,31244,Registered
0h 16m 49s,7/6/2014 11:33,31222,31257,Casual
0h 17m 9s,7/6/2014 11:33,31118,31510,Casual
0h 17m 41s,7/6/2014 11:33,31263,31258,Casual
0h 16m 47s,7/6/2014 11:33,31263,31242,Casual
0h 17m 35s,7/6/2014 11:33,31263,31258,Registered
0h 16m 25s,7/6/2014 11:33,31637,31269,Casual
0h 32m 16s,7/6/2014 11:33,31401,31209,Registered
0h 6m 30s,7/6/2014 11:33,31310,31300,Registered
0h 4m 34s,7/6/2014 11:34,31109,31223,Registered
0h 27m 16s,7/6/2014 11:34,31219,31629,Casual
0h 14m 38s,7/6/2014 11:34,31265,31205,Registered
0h 14m 50s,7/6/2014 11:34,31265,31205,Registered
0h 13m 7s,7/6/2014 11:34,31245,31602,Registered
0h 8m 29s,7/6/2014 11:34,31624,31629,Registered
0h 17m 55s,7/6/2014 11:34,31051,31257,Registered
3h 26m 58s,7/6/2014 11:34,31254,31241,Casual
0h 16m 18s,7/6/2014 11:34,31263,31242,Casual
0h 29m 22s,7/6/2014 11:34,31619,31243,Casual
0h 27m 37s,7/6/2014 11:34,31516,31610,Registered
0h 29m 31s,7/6/2014 11:34,31244,31200,Casual
0h 31m 57s,7/6/2014 11:34,31243,31270,Casual
0h 31m 50s,7/6/2014 11:34,31243,31270,Casual
0h 51m 48s,7/6/2014 11:34,31272,31247,Casual
0h 7m 49s,7/6/2014 11:34,31118,31223,Registered
0h 58m 17s,7/6/2014 11:34,31200,31231,Casual
0h 3m 56s,7/6/2014 11:35,31605,31618,Registered
0h 27m 13s,7/6/2014 11:35,31516,31610,Registered
0h 47m 5s,7/6/2014 11:35,31063,31060,Casual
0h 25m 45s,7/6/2014 11:35,31056,31006,Casual
0h 33m 13s,7/6/2014 11:35,31212,31270,Casual
0h 46m 58s,7/6/2014 11:35,31063,31060,Casual
0h 11m 24s,7/6/2014 11:35,31202,31270,Registered
0h 13m 44s,7/6/2014 11:35,31119,31202,Registered
0h 56m 5s,7/6/2014 11:35,31272,31247,Casual
0h 24m 39s,7/6/2014 11:35,31249,31077,Casual
3h 26m 21s,7/6/2014 11:35,31254,31241,Casual
0h 56m 27s,7/6/2014 11:35,31203,31215,Casual
0h 25m 54s,7/6/2014 11:35,31219,31629,Registered
0h 25m 29s,7/6/2014 11:35,31249,31077,Casual
0h 24m 57s,7/6/2014 11:35,31056,31006,Casual
0h 12m 1s,7/6/2014 11:35,31010,31002,Registered
3h 43m 1s,7/6/2014 11:35,31203,31215,Casual
0h 16m 2s,7/6/2014 11:35,31103,31222,Casual
1h 9m 57s,7/6/2014 11:35,31228,31108,Casual
0h 28m 26s,7/6/2014 11:35,31619,31243,Casual
0h 7m 12s,7/6/2014 11:35,31271,31612,Registered
0h 17m 23s,7/6/2014 11:36,31628,31213,Registered
0h 17m 41s,7/6/2014 11:36,31229,31627,Registered
0h 6m 40s,7/6/2014 11:36,31613,31628,Registered
0h 0m 33s,7/6/2014 11:36,31244,31244,Registered
0h 29m 45s,7/6/2014 11:36,31301,31268,Registered
0h 4m 57s,7/6/2014 11:36,31028,31022,Registered
0h 18m 33s,7/6/2014 11:36,31619,31218,Registered
0h 56m 21s,7/6/2014 11:36,31200,31231,Casual
0h 23m 36s,7/6/2014 11:36,31708,31620,Registered
1h 21m 34s,7/6/2014 11:37,31235,31247,Casual
0h 13m 46s,7/6/2014 11:37,31201,31219,Registered
0h 40m 2s,7/6/2014 11:37,31264,31236,Registered
0h 56m 10s,7/6/2014 11:37,31200,31231,Casual
0h 24m 24s,7/6/2014 11:37,31247,31272,Casual
0h 34m 43s,7/6/2014 11:37,31248,31258,Casual
0h 4m 49s,7/6/2014 11:37,31103,31229,Registered
0h 27m 38s,7/6/2014 11:37,31249,31240,Casual
0h 10m 10s,7/6/2014 11:37,31117,31201,Registered
0h 9m 42s,7/6/2014 11:37,31106,31200,Registered
0h 6m 33s,7/6/2014 11:37,31627,31505,Registered
0h 9m 33s,7/6/2014 11:37,31106,31200,Registered
0h 22m 57s,7/6/2014 11:37,31247,31272,Casual
0h 10m 45s,7/6/2014 11:37,31022,31039,Registered
0h 22m 5s,7/6/2014 11:37,31310,31107,Registered
1h 33m 49s,7/6/2014 11:38,31209,31219,Casual
0h 0m 3s,7/6/2014 11:38,31240,31240,Registered
0h 7m 28s,7/6/2014 11:38,31113,31602,Registered
0h 10m 27s,7/6/2014 11:38,31022,31039,Registered
0h 37m 40s,7/6/2014 11:38,31103,31261,Registered
1h 33m 32s,7/6/2014 11:38,31209,31219,Casual
0h 13m 34s,7/6/2014 11:38,32011,32024,Registered
1h 3m 21s,7/6/2014 11:38,31229,31603,Registered
0h 33m 45s,7/6/2014 11:38,31248,31258,Casual
0h 37m 36s,7/6/2014 11:38,31103,31261,Casual
0h 13m 3s,7/6/2014 11:38,31616,31622,Registered
0h 6m 50s,7/6/2014 11:38,31602,31207,Registered
0h 21m 24s,7/6/2014 11:38,31605,31266,Registered
0h 20m 56s,7/6/2014 11:38,31637,31219,Casual
0h 5m 29s,7/6/2014 11:38,31047,31043,Registered
0h 1m 50s,7/6/2014 11:38,31240,31240,Registered
1h 19m 26s,7/6/2014 11:39,31235,31247,Casual
0h 8m 35s,7/6/2014 11:39,31272,31633,Casual
0h 8m 29s,7/6/2014 11:39,31272,31633,Casual
1h 24m 46s,7/6/2014 11:39,31000,31000,Casual
0h 28m 33s,7/6/2014 11:39,31244,31200,Registered
1h 24m 42s,7/6/2014 11:39,31000,31000,Casual
0h 20m 27s,7/6/2014 11:39,31637,31219,Casual
0h 33m 35s,7/6/2014 11:39,31102,31626,Registered
1h 14m 32s,7/6/2014 11:39,31208,31208,Casual
0h 20m 43s,7/6/2014 11:39,31637,31219,Casual
0h 10m 4s,7/6/2014 11:39,31237,31201,Registered
0h 11m 29s,7/6/2014 11:39,31226,31257,Casual
0h 10m 30s,7/6/2014 11:39,31245,31200,Registered
0h 0m 24s,7/6/2014 11:39,31508,31508,Registered
0h 8m 58s,7/6/2014 11:39,31203,31101,Registered
0h 33m 14s,7/6/2014 11:39,31243,31077,Casual
0h 10m 26s,7/6/2014 11:39,31245,31200,Registered
0h 4m 34s,7/6/2014 11:39,31616,31623,Registered
0h 1m 32s,7/6/2014 11:39,31622,31632,Registered
0h 1m 34s,7/6/2014 11:39,31622,31632,Registered
0h 8m 34s,7/6/2014 11:39,31110,31257,Registered
0h 32m 15s,7/6/2014 11:39,31248,31258,Casual
0h 6m 10s,7/6/2014 11:39,31201,31266,Registered
0h 12m 27s,7/6/2014 11:39,31102,31102,Registered
0h 14m 53s,7/6/2014 11:39,31121,31101,Casual
0h 28m 52s,7/6/2014 11:39,31258,31271,Casual
0h 4m 0s,7/6/2014 11:40,31234,31221,Registered
0h 5m 56s,7/6/2014 11:40,31508,31503,Registered
0h 11m 38s,7/6/2014 11:40,31020,31037,Casual
0h 22m 43s,7/6/2014 11:40,31628,31204,Registered
0h 7m 24s,7/6/2014 11:40,31272,31633,Casual
0h 21m 49s,7/6/2014 11:40,31102,31636,Registered
0h 27m 35s,7/6/2014 11:40,31212,31270,Casual
0h 7m 3s,7/6/2014 11:40,31252,31216,Registered
0h 28m 6s,7/6/2014 11:40,31258,31271,Casual
1h 31m 13s,7/6/2014 11:40,31209,31219,Casual
0h 7m 8s,7/6/2014 11:40,31272,31633,Casual
0h 17m 12s,7/6/2014 11:40,31218,31247,Casual
0h 10m 10s,7/6/2014 11:40,31614,31623,Casual
0h 0m 8s,7/6/2014 11:40,31400,31400,Registered
1h 30m 51s,7/6/2014 11:40,31209,31219,Casual
0h 13m 50s,7/6/2014 11:40,31107,31255,Registered
0h 3m 51s,7/6/2014 11:40,31240,31249,Registered
0h 9m 57s,7/6/2014 11:40,31614,31623,Casual
0h 7m 28s,7/6/2014 11:41,31102,31104,Registered
0h 21m 55s,7/6/2014 11:41,31048,31041,Casual
0h 49m 51s,7/6/2014 11:41,32005,32005,Casual
0h 17m 9s,7/6/2014 11:41,31108,31607,Registered
0h 6m 15s,7/6/2014 11:41,31400,31111,Registered
0h 8m 5s,7/6/2014 11:41,31119,31200,Registered
0h 19m 34s,7/6/2014 11:41,31056,31006,Casual
0h 6m 27s,7/6/2014 11:41,31116,31101,Casual
1h 17m 14s,7/6/2014 11:41,31235,31247,Casual
0h 28m 45s,7/6/2014 11:41,31257,31108,Casual
0h 28m 3s,7/6/2014 11:41,31041,31041,Casual
0h 9m 5s,7/6/2014 11:41,31623,31232,Registered
0h 49m 30s,7/6/2014 11:41,32005,32005,Casual
0h 27m 23s,7/6/2014 11:41,31041,31041,Casual
1h 30m 25s,7/6/2014 11:41,32012,31605,Registered
0h 36m 56s,7/6/2014 11:41,31215,31077,Casual
0h 36m 31s,7/6/2014 11:41,31215,31077,Casual
0h 19m 57s,7/6/2014 11:41,31249,31202,Casual
0h 26m 44s,7/6/2014 11:41,31041,31041,Casual
0h 36m 10s,7/6/2014 11:41,31215,31077,Casual
0h 20m 58s,7/6/2014 11:41,31048,31041,Casual
0h 6m 5s,7/6/2014 11:41,31116,31101,Casual
0h 22m 18s,7/6/2014 11:41,31249,31240,Casual
0h 12m 29s,7/6/2014 11:41,31214,31106,Casual
0h 4m 34s,7/6/2014 11:41,31619,31610,Registered
0h 4m 25s,7/6/2014 11:41,31619,31610,Registered
0h 27m 11s,7/6/2014 11:41,31041,31041,Casual
0h 16m 4s,7/6/2014 11:42,31218,31247,Casual
0h 4m 33s,7/6/2014 11:42,31200,31229,Registered
0h 23m 55s,7/6/2014 11:42,31120,31221,Registered
0h 25m 10s,7/6/2014 11:42,31305,31305,Casual
0h 25m 3s,7/6/2014 11:42,31305,31305,Casual
0h 15m 41s,7/6/2014 11:42,31229,31237,Registered
0h 19m 5s,7/6/2014 11:42,31249,31202,Casual
0h 15m 40s,7/6/2014 11:42,31229,31237,Registered
3h 7m 36s,7/6/2014 11:42,31627,31627,Casual
0h 3m 9s,7/6/2014 11:42,31613,31608,Registered
3h 7m 8s,7/6/2014 11:42,31627,31627,Casual
0h 26m 57s,7/6/2014 11:42,31514,31200,Registered
0h 11m 54s,7/6/2014 11:42,31617,31708,Registered
0h 25m 17s,7/6/2014 11:43,32011,32011,Registered
0h 21m 43s,7/6/2014 11:43,31108,31218,Registered
0h 16m 14s,7/6/2014 11:43,31617,31612,Casual
0h 2m 20s,7/6/2014 11:43,31003,31011,Registered
0h 24m 56s,7/6/2014 11:43,32011,32011,Registered
0h 13m 11s,7/6/2014 11:43,31228,31228,Registered
0h 4m 6s,7/6/2014 11:43,31207,31111,Registered
0h 26m 17s,7/6/2014 11:43,31233,31246,Casual
0h 9m 6s,7/6/2014 11:43,31266,31600,Registered
0h 26m 39s,7/6/2014 11:43,31257,31108,Registered
0h 39m 18s,7/6/2014 11:43,31201,31631,Casual
0h 6m 48s,7/6/2014 11:43,31229,31119,Casual
0h 39m 18s,7/6/2014 11:43,31201,31631,Registered
0h 17m 11s,7/6/2014 11:44,31618,31243,Casual
0h 7m 40s,7/6/2014 11:44,31512,31627,Registered
0h 7m 38s,7/6/2014 11:44,31512,31627,Registered
0h 28m 0s,7/6/2014 11:44,31215,31258,Casual
0h 7m 7s,7/6/2014 11:44,31111,31636,Registered
0h 16m 48s,7/6/2014 11:44,31618,31243,Casual
0h 7m 57s,7/6/2014 11:44,32029,32013,Registered
0h 5m 58s,7/6/2014 11:44,31201,31266,Registered
0h 25m 21s,7/6/2014 11:44,31233,31246,Casual
0h 8m 11s,7/6/2014 11:44,31111,31105,Registered
0h 7m 33s,7/6/2014 11:44,31027,31225,Registered
0h 26m 28s,7/6/2014 11:44,31230,31271,Casual
0h 19m 12s,7/6/2014 11:44,31249,31240,Casual
0h 13m 33s,7/6/2014 11:45,31267,31106,Casual
0h 17m 35s,7/6/2014 11:45,31048,31041,Casual
0h 4m 41s,7/6/2014 11:45,31636,31506,Registered
0h 12m 55s,7/6/2014 11:45,31103,31200,Casual
0h 12m 43s,7/6/2014 11:45,31103,31200,Registered
0h 11m 9s,7/6/2014 11:45,31624,31262,Registered
0h 32m 57s,7/6/2014 11:45,31632,31250,Registered
0h 9m 29s,7/6/2014 11:45,31269,31619,Casual
2h 13m 13s,7/6/2014 11:45,31041,31041,Casual
0h 12m 58s,7/6/2014 11:45,31267,31106,Casual
0h 8m 35s,7/6/2014 11:45,31506,31508,Casual
0h 15m 43s,7/6/2014 11:45,31249,31014,Registered
0h 14m 55s,7/6/2014 11:45,31213,31232,Registered
0h 19m 33s,7/6/2014 11:45,31237,31305,Registered
0h 2m 48s,7/6/2014 11:46,31602,31400,Registered
0h 7m 24s,7/6/2014 11:46,31238,31238,Casual
0h 22m 14s,7/6/2014 11:46,31400,31232,Registered
0h 4m 38s,7/6/2014 11:46,31204,31257,Registered
0h 25m 14s,7/6/2014 11:46,31633,31258,Casual
0h 19m 37s,7/6/2014 11:46,31609,31628,Registered
0h 19m 26s,7/6/2014 11:46,31609,31628,Registered
2h 38m 21s,7/6/2014 11:46,31258,31232,Casual
0h 5m 30s,7/6/2014 11:46,31101,31201,Registered
0h 14m 36s,7/6/2014 11:46,31603,31243,Registered
0h 51m 21s,7/6/2014 11:46,31246,31033,Registered
2h 38m 6s,7/6/2014 11:46,31258,31232,Casual
0h 9m 1s,7/6/2014 11:46,31613,31631,Registered
0h 14m 30s,7/6/2014 11:46,31603,31243,Registered
0h 7m 5s,7/6/2014 11:46,31200,31203,Casual
0h 17m 10s,7/6/2014 11:47,31401,31214,Registered
0h 18m 42s,7/6/2014 11:47,31622,31243,Registered
0h 20m 27s,7/6/2014 11:47,31514,31229,Registered
1h 1m 22s,7/6/2014 11:47,31201,31002,Casual
0h 6m 31s,7/6/2014 11:47,31200,31203,Casual
0h 6m 1s,7/6/2014 11:47,31618,31613,Registered
0h 8m 32s,7/6/2014 11:47,31119,31257,Registered
0h 12m 34s,7/6/2014 11:47,31037,31015,Casual
0h 21m 43s,7/6/2014 11:47,31231,31271,Casual
1h 0m 35s,7/6/2014 11:47,31201,31002,Registered
0h 0m 5s,7/6/2014 11:47,31247,31247,Registered
0h 14m 51s,7/6/2014 11:47,31200,31231,Registered
0h 29m 20s,7/6/2014 11:47,31272,31231,Casual
0h 8m 53s,7/6/2014 11:47,31201,31101,Casual
0h 21m 46s,7/6/2014 11:47,31231,31271,Casual
0h 7m 36s,7/6/2014 11:47,31625,31209,Registered
0h 5m 10s,7/6/2014 11:48,31200,31214,Registered
0h 8m 11s,7/6/2014 11:48,31201,31101,Casual
2h 36m 41s,7/6/2014 11:48,31258,31232,Casual
0h 5m 49s,7/6/2014 11:48,31509,31600,Registered
0h 25m 22s,7/6/2014 11:48,31247,31215,Registered
0h 8m 43s,7/6/2014 11:48,31200,31251,Registered
0h 12m 4s,7/6/2014 11:48,31109,31262,Registered
2h 36m 10s,7/6/2014 11:48,31258,31232,Casual
0h 6m 47s,7/6/2014 11:48,31634,31244,Registered
0h 10m 6s,7/6/2014 11:48,31117,31214,Registered
0h 19m 15s,7/6/2014 11:48,31621,31200,Registered
0h 9m 30s,7/6/2014 11:48,31611,31623,Casual
0h 54m 37s,7/6/2014 11:48,31502,31212,Casual
0h 9m 39s,7/6/2014 11:48,31110,31241,Registered
0h 8m 8s,7/6/2014 11:48,31239,31266,Registered
0h 4m 34s,7/6/2014 11:48,31505,31503,Registered
0h 54m 41s,7/6/2014 11:48,31502,31212,Casual
0h 28m 21s,7/6/2014 11:49,31272,31231,Casual
0h 3m 3s,7/6/2014 11:49,31202,31203,Registered
0h 2m 21s,7/6/2014 11:49,31602,31102,Registered
0h 14m 58s,7/6/2014 11:49,31619,31634,Registered
0h 18m 21s,7/6/2014 11:49,31219,31101,Casual
0h 20m 32s,7/6/2014 11:49,31636,31634,Casual
0h 3m 26s,7/6/2014 11:49,31229,31268,Registered
0h 9m 57s,7/6/2014 11:49,31622,31613,Casual
0h 5m 15s,7/6/2014 11:49,31201,31233,Registered
1h 40m 11s,7/6/2014 11:49,31252,31255,Casual
0h 49m 8s,7/6/2014 11:50,31711,31119,Registered
0h 29m 48s,7/6/2014 11:50,31272,31231,Casual
0h 35m 53s,7/6/2014 11:50,31258,31258,Casual
0h 6m 14s,7/6/2014 11:50,31610,31606,Registered
0h 29m 25s,7/6/2014 11:50,31272,31231,Casual
0h 28m 24s,7/6/2014 11:50,31617,31613,Casual
0h 19m 47s,7/6/2014 11:50,31636,31634,Registered
2h 33m 17s,7/6/2014 11:50,31200,31219,Casual
0h 13m 35s,7/6/2014 11:50,31105,31227,Registered
4h 2m 18s,7/6/2014 11:50,31249,31231,Casual
0h 8m 22s,7/6/2014 11:50,31246,31236,Registered
0h 18m 11s,7/6/2014 11:50,31307,31215,Casual
0h 5m 34s,7/6/2014 11:50,31506,31245,Registered
0h 18m 13s,7/6/2014 11:50,31307,31215,Registered
1h 39m 38s,7/6/2014 11:50,31252,31255,Casual
0h 9m 7s,7/6/2014 11:50,31622,31613,Casual
0h 27m 2s,7/6/2014 11:50,31272,31231,Casual
0h 35m 28s,7/6/2014 11:50,31258,31258,Casual
1h 23m 56s,7/6/2014 11:50,31259,31219,Casual
0h 14m 11s,7/6/2014 11:51,31224,31228,Registered
1h 23m 23s,7/6/2014 11:51,31259,31219,Casual
0h 20m 44s,7/6/2014 11:51,31632,31227,Registered
0h 15m 55s,7/6/2014 11:51,31010,31041,Registered
0h 7m 50s,7/6/2014 11:51,31631,31631,Registered
0h 24m 6s,7/6/2014 11:51,31258,31247,Casual
0h 25m 32s,7/6/2014 11:51,31272,31231,Casual
3h 59m 37s,7/6/2014 11:51,31249,31231,Casual
0h 25m 17s,7/6/2014 11:51,31272,31231,Casual
0h 21m 40s,7/6/2014 11:51,31110,31110,Casual
0h 27m 18s,7/6/2014 11:51,31272,31231,Casual
4h 21m 58s,7/6/2014 11:51,31247,31247,Casual
0h 6m 52s,7/6/2014 11:52,31233,31214,Registered
0h 52m 6s,7/6/2014 11:52,31225,32002,Casual
0h 10m 57s,7/6/2014 11:52,31111,31602,Registered
0h 3m 22s,7/6/2014 11:52,31101,31202,Registered
0h 12m 14s,7/6/2014 11:52,31246,31237,Casual
0h 7m 34s,7/6/2014 11:52,31103,31113,Registered
2h 56m 38s,7/6/2014 11:52,31238,31238,Casual
2h 56m 22s,7/6/2014 11:52,31238,31238,Casual
0h 9m 59s,7/6/2014 11:52,31247,31272,Casual
0h 16m 0s,7/6/2014 11:52,31627,31501,Registered
1h 51m 59s,7/6/2014 11:52,31246,31272,Casual
0h 29m 7s,7/6/2014 11:52,32012,31515,Casual
0h 11m 17s,7/6/2014 11:52,31103,31115,Casual
0h 15m 52s,7/6/2014 11:52,31627,31501,Registered
0h 23m 53s,7/6/2014 11:52,31021,31226,Registered
0h 4m 2s,7/6/2014 11:52,31503,31245,Registered
0h 10m 57s,7/6/2014 11:52,31103,31115,Casual
1h 18m 29s,7/6/2014 11:52,31214,31248,Casual
1h 7m 20s,7/6/2014 11:53,31113,31243,Casual
0h 10m 52s,7/6/2014 11:53,31103,31115,Casual
0h 6m 24s,7/6/2014 11:53,31624,31272,Registered
0h 7m 50s,7/6/2014 11:53,31503,31202,Registered
0h 21m 17s,7/6/2014 11:53,31101,31234,Casual
1h 6m 52s,7/6/2014 11:53,31113,31243,Casual
0h 10m 53s,7/6/2014 11:53,31102,31119,Registered
0h 5m 59s,7/6/2014 11:53,31616,31611,Registered
0h 5m 57s,7/6/2014 11:53,31251,31224,Registered
0h 40m 3s,7/6/2014 11:54,31041,31003,Registered
0h 13m 55s,7/6/2014 11:54,31617,31600,Registered
0h 9m 4s,7/6/2014 11:54,31101,31265,Registered
0h 9m 42s,7/6/2014 11:54,31119,31267,Casual
0h 27m 48s,7/6/2014 11:54,31102,31235,Casual
0h 9m 41s,7/6/2014 11:54,31627,31632,Registered
0h 20m 32s,7/6/2014 11:54,31230,31215,Registered
0h 30m 14s,7/6/2014 11:54,31248,31260,Registered
0h 32m 17s,7/6/2014 11:54,31243,31238,Casual
0h 20m 33s,7/6/2014 11:54,31230,31215,Casual
0h 7m 8s,7/6/2014 11:54,31234,31116,Registered
0h 9m 0s,7/6/2014 11:54,31006,31008,Registered
0h 10m 4s,7/6/2014 11:54,31623,31500,Registered
3h 58m 44s,7/6/2014 11:54,31248,31238,Casual
0h 8m 8s,7/6/2014 11:54,31251,31265,Registered
1h 5m 32s,7/6/2014 11:54,31113,31243,Casual
0h 9m 0s,7/6/2014 11:54,31019,31049,Registered
0h 27m 23s,7/6/2014 11:54,31102,31235,Registered
0h 5m 40s,7/6/2014 11:54,31214,31116,Registered
1h 49m 56s,7/6/2014 11:54,31240,31240,Casual
0h 30m 13s,7/6/2014 11:54,31248,31260,Registered
0h 10m 10s,7/6/2014 11:54,31232,31612,Registered
1h 51m 10s,7/6/2014 11:54,31246,31272,Casual
1h 7m 49s,7/6/2014 11:54,31604,31604,Casual
0h 28m 54s,7/6/2014 11:54,31624,31264,Casual
0h 2m 5s,7/6/2014 11:54,31102,31102,Registered
0h 20m 52s,7/6/2014 11:54,31602,31100,Registered
3h 57m 44s,7/6/2014 11:54,31249,31231,Casual
0h 17m 47s,7/6/2014 11:55,31111,31211,Registered
0h 5m 42s,7/6/2014 11:55,31214,31110,Registered
0h 17m 39s,7/6/2014 11:55,31271,31247,Casual
0h 17m 56s,7/6/2014 11:55,31271,31247,Casual
0h 5m 33s,7/6/2014 11:55,31200,31114,Registered
0h 20m 40s,7/6/2014 11:55,31003,31273,Casual
