"source","id","title","description","manufacturer","price"
"google","http://www.google.com/base/feeds/snippets/18391914133104937904","sos aggregation company - 100800104 - buku karkuro - topware interactive","this game of logic and strategy will enhance even the most seasoned mind. get into the puzzle craze! hours and hours of addictive kakuro puzzle. create and solve your own puzzles. make your own playing boards or choose various themes. easy to learn",,15.95
"google","http://www.google.com/base/feeds/snippets/18391874122159469381","fleetwood mac yamaha - 503620 - fleetwood mac - rumours - smart pianosoft","this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...",,14.86
"google","http://www.google.com/base/feeds/snippets/18391865764441158658","pxl smartscale for mac/win","one image any size.",,159.95
"google","http://www.google.com/base/feeds/snippets/18388043392791017514","panda software govt entsec truprevent 10-25u 2yr - ub2pesapra-gov",,,44
"google","http://www.google.com/base/feeds/snippets/18388258643346032817","watchguard wg3900 high availability for firebox ii uk","the standby remains inactive unless the primary firebox ceases to respond to a connection on a specified heartbeat channel over a selected firebox interface (eg trusted or external). if no response is received across the network from the primary ...",,"226.65 gbp"
"google","http://www.google.com/base/feeds/snippets/18388359068656820969","norton internet security 2008 10 user","stay protected from the latest online threats. norton internet security(tm) 2008 runs quietly in the background to detect & block today's complex threats. the components in norton internet security including antispyware antivirus firewall & ...",,199.99
"google","http://www.google.com/base/feeds/snippets/18388451726220202579","autodesk 46206-051462-h010 inv pro 08 com legacy slm sub req dvd","inv pro 08 com legacy slm sub req dvd",,3621.61
"google","http://www.google.com/base/feeds/snippets/18387281427311179638","isi researchsoft 6201 reference manager 11 single user edition 0787731062117","isi researchsoft 6201 reference manager 11 single user edition 0787731062117",,164.58
"google","http://www.google.com/base/feeds/snippets/18387306349260922373","intuit inc 299529 qb prem mfg & whlesle 07 (intuit inc 299529)","intuit inc 299529 - flat $5 shipping! 14 in stock as of 08/13/07 06:58 pm. avoid backorders with us!",,335.99
"google","http://www.google.com/base/feeds/snippets/18387344743770716829","emedia rock guitar method (win 95 98 me nt 2000 xp/mac 8.0)","the emedia rock guitar method cd-rom makes learning fun and easy with over 100 audio and video-enhanced guitar lessons. the innovative teaching style presents rocksongs chords riffs and gear tips in an excitingfast-paced learning format that ...",,39.15
"google","http://www.google.com/base/feeds/snippets/18387914796612978278","borland cpb0007wwfs190 c++builder 2007 pro dvd new user","c++builder 2007 pro dvd new user",,866.31
"google","http://www.google.com/base/feeds/snippets/18389569637497799344","rick vito - 320535 - rick vito - complete guide to slide guitar","in this dvd session rick gives his personal insights on achieving effective and powerful results in your slide playing. he covers a wide range of topics which include his invaluable tips on: setting up your guitar correctly to achieve great slide ...",,14.86
"google","http://www.google.com/base/feeds/snippets/18389544592897632001","emc securid appl mnt - entupg /ext 22mo per u 1005-150 - app0001500ue22",,,17
"google","http://www.google.com/base/feeds/snippets/18389772286278704810","scansoft textbridge pro v.11","textbridge pro 11 is the simple and fast way to convert paper into editable electronic documents saving time and increasing productivity. new ocr engines are designed to deliver the most accurate textbridge results ever.",,68.99
"google","http://www.google.com/base/feeds/snippets/18389952572089446651","computer associates babwbr1151s05 bab r11.5 sp1 dro win m/l cd","bab r11.5 sp1 dro win m/l cd",,431.16
"google","http://www.google.com/base/feeds/snippets/18388960920180955175","ulysses against the son of hercules (mv)","the sons of hercules have long been the special agents of the gods. when ulysses incurs the anger of zeus by blinding the cyclops the gods send heracles the bravest of the sons to capture him and bring him to justice. the hero and his prisoner ...",,10.95
"google","http://www.google.com/base/feeds/snippets/18389048469504944658","win 2003 ter svr cal 5pk microsoft r19-00846","model- ms28736nt vendor- microsoft features- windows terminal svr cal 2003 english microsoft license pack user 5 pack calmanufacturer warranty: 90 days",,762.95
"google","http://www.google.com/base/feeds/snippets/18388974833352339730","microsoft ov l/sa win comp clst ed 1yr/acqy3 add prd - 73l-00098",,,369
"google","http://www.google.com/base/feeds/snippets/18386275313356170584","spy sweeper (small box)","spyware is the fastest growing online threat - studies show that 9 out of 10 internet-connected pcs are infected with spyware. chances are your computer is infected putting your confidential information and your computer's performance at risk. s",,22.99
"google","http://www.google.com/base/feeds/snippets/18386073325514862606","smart steps - 4th grade (jc)","the most complete learning system! super-fun activities: over 430 in all! core subjects: english math and science! motivating rewards ensure learning! put your child a step ahead! watch your child s grades take off with this comprehensi",,11.95
"google","http://www.google.com/base/feeds/snippets/18386091231575396656","hp proliant essentials server migration pack - license","hp proliant essentials server migration pack - license - 10 migrations - win",,1837.2
"google","http://www.google.com/base/feeds/snippets/18385266399097496621","iremember 2.0 - intriguing development","turn digital photos into memories with iremember. easily create stunning scrapbooks your family will treasure for a lifetime. use templates to create a page in minutes! drag and drop pictures from iphoto? crop resize and arrange them on your ...",,32.99
"google","http://www.google.com/base/feeds/snippets/18385427608623180233","symantec backup exec system recovery server edition business pack - ( v. 7.0 ) - complete package + 1 year basic maintenance - 1 user - cd - win - multi","symantec backup exec system recovery server edition business pack - ( v. 7.0 ) - complete package + 1 year basic maintenance - 1 user - cd - win - multi free delivery when ordered today. see full range of symantec products online. symantec backup ...",,"548.77 gbp"
"google","http://www.google.com/base/feeds/snippets/18385216816655836269","turbo c pro ed - codegear - tsb1310wwfs180","turbo c professional is an extensible and customizable solutionincluding 200+ pre-built drag and drop components providingeverything you need to start real c development today as well asan extendable environment for build-your-own and third ...",,"381.43 gbp"
"google","http://www.google.com/base/feeds/snippets/18385107380613832555","crystal reports xi developer edition - business objects - w-1rd-e-wx-00","crystal reports can help you create flexible high-fidelity reportsand tightly integrate them into applications. learn how thefollowing groups of features make it a world standard forenterprise reporting. crystal reports allows developers to ...",,"400.03 gbp"
"google","http://www.google.com/base/feeds/snippets/18387240525609755663","total training for advanced flash 8 - action script","learn how to unleash your creative potential with advanced tutorials on the industry's most advanced authoring environment for creating interactive websites. you will learn scripting basics and then dive into how actionscript works and how and where ...",,99.99
"google","http://www.google.com/base/feeds/snippets/18387170188665857199","knowledge adventure 20033 jumpstart reading with karaoke","along with val and favorite jumpstart friends children enjoy eight beginning reading activities helping them become enthusiastic and confident readers. jumpstart reading with karaoke is a new and effective way to help children develop important ...","knowledge adventure",19.99
"google","http://www.google.com/base/feeds/snippets/18394684244233453096","getting started with sas/af(r) and frames","this book provides an introduction to application development using sas/af and frame entries. geared to the sas/af beginner the instruction and examples can be used with sas 8.1 through sas.9. in just a few steps youll develop a graphical user ...",,11.66
"google","http://www.google.com/base/feeds/snippets/18391095906680955632","home bartending - 101 shooters","platform: windows & macintosh publisher: arc media packaging: jewel case make sure you've got the right moves for your party. 101 shooters includes cocktails snacks and party ideas to make your next event a success. what liquor goes in which type of ...",,9.75
"google","http://www.google.com/base/feeds/snippets/18390118973303367726","access 2000 vb for applications fundamentals - microsoft press - 0-7356-0592-0","take command of microsoft access 2000. 0-7356-0592-0",,"15.1 gbp"
"google","http://www.google.com/base/feeds/snippets/18388881243571138633","monarch std (v9.0) retail box - datawatch - fpm32c090-a01","monarch allows business users to easily extract analyze and exportdata from existing reports?without programming?puttingan end to flipping through thick reports and re-keying data intospreadsheets or waiting for it to provide access to needed ...",,"290.59 gbp"
"google","http://www.google.com/base/feeds/snippets/18387053149502077750","diskeeper 2007 administrator win up 1-pk - diskeeper corporation - 121771","every computer suffers from factors that degrade their file systemperformance but with hundreds or thousands of workstations on anetwork installing and configuring diskeeper on all of them couldbe a time-consuming task. that is without diskeeper ...",,"86.33 gbp"
"google","http://www.google.com/base/feeds/snippets/18386729116244999637","adventure workshop preschool-1st grade 8th edition win","introduce your child to an exciting on-screen learning environment brimming with award-winning adventures that will build essential skills while having fun.introduce your child to an exciting on-screen learning environment brimming with ...",,18.36
"google","http://www.google.com/base/feeds/snippets/18383194708182428806","adobe 38018944dm tlp flashpaper 2 win esd1","tlp flashpaper 2 win esd1",,22.37
"google","http://www.google.com/base/feeds/snippets/18383335775964760042","beginner's guitar course vol. 1","introducing the guitar with chords and strumming. cd-rom software. with cd-rom. 9x12 inches. published by emedia. hal leonard is pleased to introduce this multimedia cd-rom series from emedia music the leading publisher of music instruction ...",,19.95
"google","http://www.google.com/base/feeds/snippets/18383405503824080160","adobe dreamweaver cs3 upgrade windows","brand new factory sealed software or accessories from a pro merchant. over 1 million new and used books movies games software and cds available. in business since 1986. satisfaction guaranteed.we offer free shipping when you purchase five or ...",,236.74
"google","http://www.google.com/base/feeds/snippets/18383594456090582739","10000 drink recipe - snap","trying to find the perfect after dinner drink? not sure what you can mix with the liquor you already have? snap! 10000 drink recipes is the solution to all your beverage needs. from cocktails to bar drinks you can find practically any recipe with t",,8.95
"google","http://www.google.com/base/feeds/snippets/18382903514613113420","marine aquarium + sharks (win 98 me 2000 xp)","see this amazing virtual phenomenon for yourself! view marine life so vibrant you won t believe your eyes! gorgeous details have gone into creating the high-resolution 3d fish models and reef tank for an indescribably realistic effect. achieve ...",,9.95
"google","http://www.google.com/base/feeds/snippets/18383108968754488314","encore inc 28453 midway arcade treasures win 98 me 2000 xp","midway arcade treasures (win 98 me 2000 xp)","encore inc",19.38
"google","http://www.google.com/base/feeds/snippets/18382710725047504863","pearson education book: the photoshop cs2 book for digital photographers photoshop software","book: the photoshop cs2 book for digital photographers by scott kelby the photoshop cs2 book for digital photographers - scott kelby the best-selling photoshop author in the world today once again takes this book to a whole new level as he uncovers ...",,44.95
"google","http://www.google.com/base/feeds/snippets/18381906790026125106","microsoft ho2-00003 data analyzer 2002 - complete package - 1 user","microsoft data analyzer is an easy-to-use data analysis tool that makes sophisticated business intelligence accessible to all users regardless of technical expertise. microsoft data analyzer is an easy-to-use data analysis tool that makes ...","microsoft",154.99
"google","http://www.google.com/base/feeds/snippets/18382298647561420163","visio developing solutions - microsoft press - 0-7356-1353-2","developing microsoft® visio® solutions is thecomprehensive guide for any software developer system analyst architect engineer cad program user or advanced computer userwho wants to tap directly into the programming power of visio 2002.it ...",,"23.28 gbp"
"google","http://www.google.com/base/feeds/snippets/18384650377109692103","homespun - 641604 - norman blake's guitar techniques - dvd 1: songs instrumentals and styles","legendary guitarist norman blake teaches flatpicking fundamentals and a variety of bluegrass and old-time country guitar techniques that have made him a hero to acoustic players everywhere. he explores arrangements for several favorite songs and ...",,22.13
"google","http://www.google.com/base/feeds/snippets/18384763395194265858","edimensional g-pad pro for playstation (playstation ii)","key features & specifications: next-generation integrated motion tracking technology provides unique 3d control and smooth intuitive movement. extended hardcore gaming sessions result in less hand fatigue. experience thrilling new gameplay control. ...",,29.95
"google","http://www.google.com/base/feeds/snippets/18384385996318614203","prosafe vpn client software single user - netgear inc. - vpn01l","today's distributed mobile workforce requires secure remote access to corporate network resources. network security administrators need a vpn client solution that is simple to deploy manageable and completely secure. netgear's prosafe vpn client ...",,"27.78 gbp"
"google","http://www.google.com/base/feeds/snippets/18384366678790095384","freddi fish 2 - case of haunted schl hse","children - ages 3 to 8 everyone knows there's no such thing as ghosts... so who is haunting the schoolhouse taking the toys & practically scaring the scales off of all the guppies? good thing super-sleuths freddi fish & luther are on the case. ...",,7.5
"google","http://www.google.com/base/feeds/snippets/18384570736596065295","adobe 38000655","upg freehand 11 mac eng cd 1u upg from 9.x","adobe",157.34
"google","http://www.google.com/base/feeds/snippets/18384557845547191313","east west bosendorfer 290","the pristine bosendorfer 290 piano library has finally captured all of the beauty of this piano. up to 16 velocity layers true release samples true re-pedalling and two different microphone positions (close and ambient) for ultimate ambience ...",,175.97
"google","http://www.google.com/base/feeds/snippets/18384167455827711983","emc reinstate fee 250u base svr - reinstate-b-250",,,2660
"google","http://www.google.com/base/feeds/snippets/18384136689746651786","mom standard ops mgmt lic 2005 english mlp 5 oml","mom standard ops mgmt lic 2005 english mlp 5 oml",,889.99
"google","http://www.google.com/base/feeds/snippets/18384280629938052082","kaplan sat/act/psat express","kaplan has helped more than 3 million students score higher on admission exams and get into the nation's top colleges and universities. our effective program of practice review and test-taking strategies has made higher score sat/act/psat the best",,9.99
"google","http://www.google.com/base/feeds/snippets/18384214908341178781","symantec symantec pcanywhere 12 0 host remote","full version standard license package type: retail for 1 user/s mpn: 10529224",,99.9
"google","http://www.google.com/base/feeds/snippets/18383682878758881374","emc securid appl mnt - entupg /std 8mo per u 105-150 - app0000150us8",,,14
"google","http://www.google.com/base/feeds/snippets/18383894826987548251","emc securid appl mnt - entupg /ext 20mo per u 10-25 - app0000025ue20",,,23
"google","http://www.google.com/base/feeds/snippets/18427191929555331953","internet security suite 2007 home protection pack xl box","total internet protection",,61.06
"google","http://www.google.com/base/feeds/snippets/18427202789383020961","emedia essential bass guitar dvd",,,16.95
"google","http://www.google.com/base/feeds/snippets/18427221955987040627","microsoft office and windows training (win 98 me nt 2000 xp)","for almost two decades learn2 has helped over 8000000 consumers including professionals from fortune 500 companies and government agencies to enhance their computer skills. now learn2 offers the same innovative virtual curriculum to newcomers ...",,29.95
"google","http://www.google.com/base/feeds/snippets/18427441766979913551","hallmark card studio 2006","the 1 greeting card software.",,29.36
"google","http://www.google.com/base/feeds/snippets/18427502392089036473","sunburst t02918 voyage of the mimi 020626029186","sunburst t02918 voyage of the mimi 020626029186",,205.98
"google","http://www.google.com/base/feeds/snippets/18427513736767114578","epson s020089 compatible color ink cartridge","use coupon code gb5off for $5 off $20 purchase. high quality generic inkjet cartridge for the following printers: compatible with: epson stylus color 400 / 600 / 800 / 800n / 800ne / 850 / 850n / 850ne / 1520 quality and satisfaction guaranteed! ...",,2.99
"google","http://www.google.com/base/feeds/snippets/18427779526109249453","emc keon cert auth mnt 9x5 per/u 800001-900000u - kcamnt-900000",,,13
"google","http://www.google.com/base/feeds/snippets/18427958111460583787","larry carlton hal leonard - 320412 - larry carlton","one of today's most influential jazz-rock guitarists grammy-winner larry carlton puts his talent to work for you in two areas of specialization: blues and chord substitution. the blues section deals with imitation theme development extended ...",,14.86
"google","http://www.google.com/base/feeds/snippets/18424772291147437636","symantec 10224076 sam for sgs 2.0.1-cd media pack","sam for sgs 2.0.1-cd media pack 10224076 symantec","symantec",17.99
"google","http://www.google.com/base/feeds/snippets/18424464601572004274","passwords plus ( v. 1.0 ) - complete package","passwords plus - ( v. 1.0 ) - complete package - 1 user - win palm os - 128-bit",,28.5
"google","http://www.google.com/base/feeds/snippets/18425416409544307946","encore 10025 hoyle card games for pc","deal yourself in! hoyle card games offers 18 of your favorite card games complete with tutorials for minutes or hours of fun. features: ^^ features multiple computer-controlled opponents adjustable skill levels and 18 classic games ^^ create your ...","encore",10
"google","http://www.google.com/base/feeds/snippets/18425596514092797479","epson s041886 story teller 8 x 10 20 pages","epson s041886 story teller 8 x 10 20 pages",,32.91
"google","http://www.google.com/base/feeds/snippets/18425560247022266254","adobe photoshop cs3 (v10.0) mac - adobe - 13102488","adobe photoshop cs3 software accelerates your path from imaginationto imagery. ideal for photographers graphic designers and webdesigners the professional standard delivers new features such asautomatic layer alignment and blending that enable ...",,"537.65 gbp"
"google","http://www.google.com/base/feeds/snippets/18425799476965478516","emc auth mgr mnt ent/std9x5 13m per/u 1505-2000u - aut0002000es13",,,19
"google","http://www.google.com/base/feeds/snippets/18426249152153175425","onone software mpr-40211 mask pro 4 1-user - full win xp vista/mac 10.4 or","impossible! not anymore with mask pro 4 a comprehensive tool-set designed for creating complex masks and elections inside of adobe photoshop. separate subjects from backgrounds with ease. it doesn t matter if there is hair or glass or smoke mask ...","onone software",179.94
"google","http://www.google.com/base/feeds/snippets/18425990585802870010","adobe flash cs3 (v9.0) pro win up from flash pro-basic - adobe - 38039489","adobe flash cs3 professional software is the most advancedauthoring environment for creating rich interactive content fordigital web and mobile platforms. create interactive websites rich media advertisements instructional media presentations ...",,"167.87 gbp"
"google","http://www.google.com/base/feeds/snippets/18422892267475594445","apple apple mac os x server 10 4 7 10 client","full version package type: retail for 10 client/s 1 server/s cd-rom dvd-rom mpn: ma613za",,499
"google","http://www.google.com/base/feeds/snippets/18422623903556262295","zoo tycoon for windows","everybody likes the zoo. and why not casual walks exotic animals and fried foods are good fun. managing a zoo of your very own is even better. zoo tycoon challenges you to build a zoo one path tile one iron-reinforced fence and one animal at a ...",,25.99
"google","http://www.google.com/base/feeds/snippets/18422752499559886630","panda software upg to cltshld 2006 trupr ev cltshld 51-100 1yr - ub1cs6c-gov",,,12
"google","http://www.google.com/base/feeds/snippets/18423412970630780827","emedia eg04025 intermediate guitar method - complete package","learn to play lead guitar and more! everything you need to take your playing beyond basic chords/melodies. new techniques are demonstrated in over 175 lessons with full-motion video variable-speed. emedia's intermediate guitar method interactive/ ...","emedia",53.99
"google","http://www.google.com/base/feeds/snippets/18422948854428675879","emc auth mgr mnt ent/ext 8m per/u 155-250u - aut0000250ee8",,,24
"google","http://www.google.com/base/feeds/snippets/18423703065025887231","time money & fractions grades 1-2 workbook & cd-rom","learning about time money and fractions can be challenging for many children. the detailed instructions and clear examples in this time money & fractions workbook will build your child's confidence and understanding.",,12.99
"google","http://www.google.com/base/feeds/snippets/18423816476684578073","norton systemworks 2007 premier up - symantec - 10930721","powerful protection and performance enhancement 10930721",,"47.74 gbp"
"google","http://www.google.com/base/feeds/snippets/18424334149556003404","destineer inc 10307 - age of mythology (mac 8.6-9.x (classic) x v10.1 or higher)","destineer inc 10307 : age of mythology a game that transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. taking on the role of one of nine ancient civilizations players ...",,17.97
"google","http://www.google.com/base/feeds/snippets/18424247759201075212","emedia eg03014 bass method os x","features step-by-step lessons using full-motion video and over 200 songs/exercises. includes songs by dylan and others features step-by-step lessons using full-motion video and over 200 songs/exercises. includes songs by dylan and others.system ...","emedia",53.99
"google","http://www.google.com/base/feeds/snippets/18421124335830202729","panda software ae gatedef 8100 antispam mod 251-500u 3yr - b3pgdbase-edu",,,18
"google","http://www.google.com/base/feeds/snippets/18422068306669698354","microsoft h22-00301 gov open sa project svr w9x nt","gov open sa project svr w9x nt",,1995.12
"google","http://www.google.com/base/feeds/snippets/18421616891579857627","upgr:op6 pro 100 to op7 pro 100",,,98.99
"google","http://www.google.com/base/feeds/snippets/18422311975415640989","ca olp bps midsize bus win r2 base+50u lic 2y entmnt - cabpmsnaen200c5",,,5788
"google","http://www.google.com/base/feeds/snippets/18422266773656246362","total training for adobe creative suite 3 design premium","the adobe design premium bundle is a collection of tools geared for creative professionals that work in both print and web mediums. while similar to the web premium bundle this video series also includes training on indesign cs3. let total training ...",,279.95
"google","http://www.google.com/base/feeds/snippets/18422228044445293638","vmware infrastructure enterprise edition - product upgrade license","vmware infrastructure enterprise edition - product upgrade license - 2 processors - upgrade from starter edition - linux win nw",,5173.98
"google","http://www.google.com/base/feeds/snippets/18422522901850716672","quark inc qrkxppsptversion7 ugdsingleuser mac/win 122217","quarkxpress passport version 7 upgrade single user mac/win","quark inc",604.5
"google","http://www.google.com/base/feeds/snippets/18422515088050583214","storageworks enterprise backup solution + tivoli storage manager - complete package ( 2 months ) - 1 user - evaluation - cd - win solaris tru64 - english","storageworks enterprise backup solution + tivoli storage manager - complete package ( 2 months ) - 1 user - evaluation - cd - win solaris tru64 - english free delivery when ordered today. see full range of hewlett-packard products online. compaq ...",,"89.93 gbp"
"google","http://www.google.com/base/feeds/snippets/18422327928504968692","sony online entertainment inc 41032 everquest: titanium win 2000 xp","everquest: titanium (win 2000 xp)","sony online entertainment inc",23.09
"google","http://www.google.com/base/feeds/snippets/18433022834718595255","nuance communications inc. upgrade to dragon naturallyspeaking v8 legal solutions from professional v6 and up (govt) olp - a590a-sf2-8.0",,,314
"google","http://www.google.com/base/feeds/snippets/18420156205559716860","ghost recon gold edition (dvd-rom)","now all the blood sweat and fear from tom clancy's ghost recon the acclaimed special forces combat series has been assembled into one bone-jarring gold edition! in ghost recon the ghosts mobilize to eastern europe to neutralize an army of ...",,20.95
"google","http://www.google.com/base/feeds/snippets/18420075149400672534","upg conn sec shell 2007 5u",,,29.99
"google","http://www.google.com/base/feeds/snippets/18420699270121125398","trend micro nlp scanmail domino add upg 2001-5ku - smua0007",,,19
"google","http://www.google.com/base/feeds/snippets/18420725313557569958","emc auth mgr mnt entupg/ext 10m per/u 30-50u - aut0000050ue10",,,17
"google","http://www.google.com/base/feeds/snippets/18420491833696681736","got game entertainment - exclusive - 00050 - scratches: directors cut","scratches is an atmospheric mystery adventure game for the pc brimming with eerie twists and terrifying surprises. set in and around a solitary victorian mansion concealing a terrible secret a long since forgotten story from the past emerges to ...",,15.58
"google","http://www.google.com/base/feeds/snippets/18420557141798984679","language guide for nuvi 350","this software is designed for use with your garmin nuvi 350 gps. it translates english french german italian portuguese and spanish words and phrases into text and audible speech. users can get a spoken pronunciation of each entry inthe work ...",,79.95
"google","http://www.google.com/base/feeds/snippets/18418957604828821100","ibm/lotus bj0dsml tiv stor mgr v5.3.0 mp ml md pk","tiv stor mgr v5.3.0 mp ml md pk",,259.49
"google","http://www.google.com/base/feeds/snippets/18418631443367666576","csdc x3mac x3: reunion - virtual programming ltd. mac 10.4 or later ub","x : reunion continues to lead the way in offering players the ultimate open ended game play experience backed by an addictive storyline and intense combat/trading action. utilising the 'x reality' engine x pushes the graphical boundary to movie ...","csdc",42.6
"google","http://www.google.com/base/feeds/snippets/18419613808425748891","emc auth mgr mnt base 9x5 22m per/u 3505-5000 u - aut0005000bs22",,,18
"google","http://www.google.com/base/feeds/snippets/18419564278412211145","dramatica pro 4 for pc","for pc media format cd dramatica pro acts as your creative-writing partner. helps you solve the plots & character problems that prevent good stories from being sold assists you from the initial idea all the way through to the completed narrative ...",,249.99
"google","http://www.google.com/base/feeds/snippets/18419506564197020157","emc auth mgr mnt base 24x7 24m per/u 155-250u - aut0000250be24",,,38
"google","http://www.google.com/base/feeds/snippets/18417819850768172148","warlords iii - darklords rising","third in this successful series of turn-based strategy games set in a fantasy universe. this game is premised on a conflict between the selentine empire and a mysterious alliance. many new spells units and hero-types have been added since the last ...",,11.95
"google","http://www.google.com/base/feeds/snippets/18417354130985846422","autocad 2007 coursewarecustomizing the interface","autocad 2007 coursewarecustomizing the interface",,39.69
"google","http://www.google.com/base/feeds/snippets/18418344557320745521","backup exec (v11d) for windows servers advanced open file option - symantec - 10","helps ensure files on local or remote servers are protected whilein use and are not skipped when running a backup job. the symantecbackup exec advanced open file option handles open files at thevolume level and is seamlessly integrated into backup ...",,"390.1 gbp"
"google","http://www.google.com/base/feeds/snippets/18418227076783326972","panda software clientshield 2006 w/ truprevent 5-25 1yr - b1cs6a-gov",,,37
"google","http://www.google.com/base/feeds/snippets/18417940197818815384","windows sbs cal 2003 20-clt addpak device cal - microsoft - t74-00003","small businesses are doing more with less in today's business environment. information technology (it) professionals can help small businesses do more by deploying windows small business server 2003 to provide security-enhanced reliable it ...",,"1413.42 gbp"
"google","http://www.google.com/base/feeds/snippets/18417864141770237281","sonicwall 01-ssc-2574",,"sonicwall",561.65
"google","http://www.google.com/base/feeds/snippets/18416225624614818879","avid technology inc. 70102024701 - software avid liquid chrome xe","avid technology inc. 70102024701 : software avid liquid chrome xe - 70102024701",,840.97
"google","http://www.google.com/base/feeds/snippets/18416188802563653999","microsoft 164-04052","upg-v publisher 2007 win32","microsoft",90.24
"google","http://www.google.com/base/feeds/snippets/18416093365515680633","eagle games egl 150 tournament poker - no limit texas hold'em","no other texas hold'em poker software lets you practice your tournament skills and experience what the pro's do as well as manage your local poker night no-limit holdem tournaments no other texas hold'em poker software lets you practice your ...","eagle games",7.95
"google","http://www.google.com/base/feeds/snippets/18415931552775572953","phillip keveren shannon grama - 501926 - alfred's basic piano course for children lesson book 1b disk","1. step right up! 2. the carousel 3. hail to thee america! 4. brother john 5. good sounds 6. the cuckoo 7. money can't buy ev'rything! 8. ping-pong 9. grandpa's clock 10. when the saints go marching in 11. g's in the ?bag? 12. join the fun 13",,23.59
"google","http://www.google.com/base/feeds/snippets/18415868157206410032","panda software govt truprevent corp 2001-3ku 2yr - b2prseh-gov",,,16
"google","http://www.google.com/base/feeds/snippets/18415416380788323186","retrospect 7.5 prof win upg only pz24a0075","retrospect 7.5 prof win upg only pz24a0075","emc",54.68
"google","http://www.google.com/base/feeds/snippets/18415362730463850497","hp control twr pk 1blade p-class lic - 412957-b21",,,176
"google","http://www.google.com/base/feeds/snippets/18417395795614971102","symantec 11281445 - antivirus v.10.2 business pack - complete product - antivirus - 100 user - complete product - standard - pc- free shipping","symantec 11281445 : symantec antivirus combines industry-leading real-time malware protection for desktops and servers with graphical web-based reporting and centralized management and administration capabilities. specifications : manufacturer : ...",,2798.97
"google","http://www.google.com/base/feeds/snippets/18416264451031093966","microsoft windows vista business - 32-bit oem","the windows vista business operating system is designed to meet the needs of business organizations of all sizes. for small businesses windows vista business will help keep pcs running smoothly and more securely.",,149.99
"google","http://www.google.com/base/feeds/snippets/18416260775952371893","iriscard pro","with the iriscard pro you can easily scan your business cards into ms outlook ms outlook express address book and palm desktop in 600 dpi color or grayscale. because the iriscard pro is a twain scanner you can also digitize your 4x6 pictures much",,174.99
"google","http://www.google.com/base/feeds/snippets/18414674514314244954","panda software ae bus sec ex truprevent 3001-5ku 3yr - b3pbsepri-edu",,,28
"google","http://www.google.com/base/feeds/snippets/18414778073602422524","coreldraw graphics suite x3 upgrade windows","brand new factory sealed software or accessories from a pro merchant. over 1 million new and used books movies games software and cds available. in business since 1986. satisfaction guaranteed.we offer free shipping when you purchase five or ...",,184.5
"google","http://www.google.com/base/feeds/snippets/18413398528673669489","the stevie wonder collection","pianosoft. yamaha software for the disklavier. with disk. 5x5.5 inches. published by hal leonard. stevie wonder recorded his first song when he was only 13. since then this extremely talented musician has been a motown mainstay and a successful ...",,34.95
"google","http://www.google.com/base/feeds/snippets/18413484739795948632","absolute software - lfl-n2-48 - computrace lojack for laptops - 4 year license","computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn't recovered within 30 days we will refund your purchase of lojack for laptops.",,105.68
"google","http://www.google.com/base/feeds/snippets/18413794555097402008","emc securid appl mnt - ent/ ext 7mo per u 1k5-15k - app0015000ee7",,,15
"google","http://www.google.com/base/feeds/snippets/18412791404030697965","autodesk psg 34006-010008-1600a","raster design 2006 essentials","autodesk psg",49.67
"google","http://www.google.com/base/feeds/snippets/18412806770198800753","symantec 11105975 - backup exec 11d for windows servers business pack bundle - w/ continuous protection server - complete package + 1 year essential support - 1 server - buying programs : business pack - cd - win - multi","symantec 11105975 : symantec backup exec 11d for windows servers delivers continuous protection for exchange eliminating daily backup windows and providing point-in-time recovery. backup exec 11d also lets you recover critical exchange sharepoint ...",,600.97
"google","http://www.google.com/base/feeds/snippets/18413075895200367717","microsoft 392-02322 ae frontpage 2003","microsoft frontpage academicmodel- ms-cd34597wiaevendor- microsoft corporation** academic authorized version **features- microsoft frontpage 2003 frontpage 2003 provides the features flexibility and functionalityto help you build better web sites. ...",,87.99
"google","http://www.google.com/base/feeds/snippets/18411606635245588189","autodesk 20610-090000-9331 a-cad mch 06 cg frm a-cad lt2004-06 addseat sub re","a-cad mch 06 cg frm a-cad lt2004-06 addseat sub re",,2900.26
"google","http://www.google.com/base/feeds/snippets/18411829719350853812","nintendo ntrpawie hotel dusk: room 215 ds - nintendo ds software","nintendo ntrpawie hotel dusk: room 215 ds - nintendo ds software ... nintendo ntrpawie hotel dusk: room 215 ds - nintendo ds software ... nintendo ds software hotel dusk: room 215 ds hotel dusk: room 215 ds take control of an interactive mystery ...",,28.99
"google","http://www.google.com/base/feeds/snippets/18411875162562199123","topics entertainment 40248 instant immersion spanish audio book audio book","instant immersion spanish (audio book) (audio book)","topics entertainment",23.61
"google","http://www.google.com/base/feeds/snippets/18421148872586071492","destineer inc 10328 scrabble mac 10.3.8 or later","play against one of eight challenging computer opponents or take on your friends and family in four different game modes. play the way you remember in classic mode race against the clock in blitz climb to the top in a tournament or set up a ...","destineer inc",28.16
